id,name,enabled,applicable_if,expression
F197,Eliminate combo if no digit is among cold digits.,True,True,not any(d in cold_digits for d in combo_digits)
F198,Eliminate combo if it does not contain any mirror of seed digits.,True,True,not any(mirror[d] in combo_digits for d in seed_digits)
F199,Eliminate if any combo digit equals mirror of seed sum last digit.,True,True,any(d == mirror[seed_sum % 10] for d in combo_digits)
F200,"If seed contains 0 and combo lacks 1,2,3, eliminate combo.",True,True,"0 in seed_digits and not any(d in combo_digits for d in [1,2,3])"
F201,Eliminate combo if all five digits are >=3.,True,True,all(d >= 3 for d in combo_digits)
F202,Eliminate combo if it contains 2 or more digits >=8.,True,True,sum(1 for d in combo_digits if d >=8) >=2
F203,Eliminate combo if digit spread is less than 4.,True,True,max(combo_digits) - min(combo_digits) < 4
F204,Eliminate combo if seed contains 0.,True,True,set(seed_digits).issuperset({0})
F205,Eliminate combo if seed contains 0.,True,True,set(seed_digits).issuperset({0})
F206,Eliminate combo if combo sum is greater than 40.,True,True,combo_sum > 40
F207,Eliminate combo if seed contains 0.,True,True,set(seed_digits).issuperset({0})
F208,Eliminate combo if seed contains 0.,True,True,set(seed_digits).issuperset({0})
F209,Eliminate combo if seed contains 0.,True,True,set(seed_digits).issuperset({0})
F210,Eliminate combo if seed contains 0.,True,True,set(seed_digits).issuperset({0})
F211,Eliminate combo if contains double 0.,True,True,combo_digits.count(0) >= 2
F212,Eliminate if combo is a single <25 and shares >=3 digits with seed.,True,True,len(set(combo_digits)) == 5 and combo_sum < 25 and sum(d in seed_digits for d in combo_digits) >= 3
F213,Eliminate if none of the combo's v-trac groups is in seed.,True,True,not any(v_trac[d] in [v_trac[s] for s in seed_digits] for d in combo_digits)
F214,Eliminate if all v-trac groups from seed are in combo.,True,True,all(v_trac[d] in [v_trac[s] for s in seed_digits] for d in combo_digits)
F215,Eliminate if each combo digit is from a different v-trac group.,True,True,len(set(v_trac[d] for d in combo_digits)) == 5
F216,Eliminate if all combo digits represent <=2 v-trac groups.,True,True,len(set(v_trac[d] for d in combo_digits)) <= 2
F217,Eliminate if all digits in combo share a single v-trac group.,True,True,len(set(v_trac[d] for d in combo_digits)) == 1
F218,"If seed contains 2 and combo lacks 4 or 5, eliminate combo.",True,True,"2 in seed_digits and not any(d in combo_digits for d in [4,5])"
F219,"If seed contains 1 and combo lacks 2, 3, or 4, eliminate combo.",True,True,"1 in seed_digits and not any(d in combo_digits for d in [2,3,4])"
F220,Eliminate combo if seed contains 8.,True,True,set(seed_digits).issuperset({8})
F221,Eliminate combo if seed contains 7.,True,True,set(seed_digits).issuperset({7})
F222,Eliminate combo if seed contains 4.,True,True,set(seed_digits).issuperset({4})
F223,Eliminate combo if seed contains 9.,True,True,set(seed_digits).issuperset({9})
F224,Eliminate combo if sum=37 unless seed sum >=30.,True,True,combo_sum == 37 and seed_sum < 30
F225,Eliminate combo if sum equals 10.,True,True,combo_sum == 10
F226,Eliminate combo if sum=39 unless seed sum >=30.,True,True,combo_sum == 39 and seed_sum < 30
F227,Eliminate combo if sum=40 unless seed sum >=30.,True,True,combo_sum == 40 and seed_sum < 30
F228,Eliminate combo if sum=38 unless seed sum >=30.,True,True,combo_sum == 38 and seed_sum < 30
F229,Eliminate combo if sum equals 9.,True,True,combo_sum == 9
F230,Eliminate combo if sum equals 8.,True,True,combo_sum == 8
F231,Eliminate combo if sum equals 7.,True,True,combo_sum == 7
F232,Eliminate combo if sum equals 6.,True,True,combo_sum == 6
F233,Eliminate combo if sum=36 unless seed sum >=30.,True,True,combo_sum == 36 and seed_sum < 30
F234,Eliminate combo if sum=45 unless seed sum >=30.,True,True,combo_sum == 45 and seed_sum < 30
F235,Eliminate combo if sum=44 unless seed sum >=30.,True,True,combo_sum == 44 and seed_sum < 30
F236,Eliminate combo if sum=43 unless seed sum >=30.,True,True,combo_sum == 43 and seed_sum < 30
F237,Eliminate combo if sum=42 unless seed sum >=30.,True,True,combo_sum == 42 and seed_sum < 30
F238,Eliminate combo if sum=41 unless seed sum >=30.,True,True,combo_sum == 41 and seed_sum < 30
F239,Eliminate combo if sum equals 5.,True,True,combo_sum == 5
F240,Eliminate combo if sum equals 4.,True,True,combo_sum == 4
F241,Eliminate combo if sum equals 3.,True,True,combo_sum == 3
F242,Eliminate combo if sum equals 2.,True,True,combo_sum == 2
F243,Eliminate combo if sum=34 unless seed sum >=30.,True,True,combo_sum == 34 and seed_sum < 30
F244,Eliminate if <=4 digits follow in consecutive order regardless of position.,True,True,any(sorted(combo_digits)[i]+1 == sorted(combo_digits)[i+1] for i in range(len(sorted(combo_digits))-1))
F245,Eliminate combo if seed contains 2.,True,True,set(seed_digits).issuperset({2})
F246,"If seed sum=16 and combo sum <12 or >20, eliminate combo.",True,True,seed_sum == 16 and (combo_sum < 12 or combo_sum > 20)
F247,Eliminate combo if seed contains 3.,True,True,set(seed_digits).issuperset({3})
F248,Eliminate combo if seed contains 0.,True,True,set(seed_digits).issuperset({0})
F249,Eliminate combo if seed contains 1.,True,True,set(seed_digits).issuperset({1})
F250,Eliminate combo if seed contains 2.,True,True,set(seed_digits).issuperset({2})
F251,"Keep combos sum 20-28 if seed sum >=26, else eliminate.",True,True,seed_sum >= 26 and not (20 <= combo_sum <= 28)
F252,"Keep combos sum 19-25 if seed sum =17, else eliminate.",True,True,seed_sum == 17 and not (19 <= combo_sum <= 25)
F253,"Keep combos sum 16-25 if seed sum 22-23, else eliminate.",True,True,22 <= seed_sum <=23 and not (16 <= combo_sum <= 25)
F254,"Keep combos sum 14-24 if seed sum 19-21, else eliminate.",True,True,19 <= seed_sum <=21 and not (14 <= combo_sum <= 24)
F255,"Keep combos sum 14-22 if seed sum 13-15, else eliminate.",True,True,13 <= seed_sum <=15 and not (14 <= combo_sum <= 22)
F256,"Keep combos sum 12-25 if seed sum =12, else eliminate.",True,True,seed_sum == 12 and not (12 <= combo_sum <= 25)
F257,"Keep combos sum 12-20 if seed sum =16, else eliminate.",True,True,seed_sum == 16 and not (12 <= combo_sum <= 20)
F258,"Keep combos sum 11-26 if seed sum 17-18, else eliminate.",True,True,(seed_sum ==17 or seed_sum==18) and not (11 <= combo_sum <=26)
F259,"Keep combos sum 19-25 if seed sum 24-25, else eliminate.",True,True,24 <= seed_sum <=25 and not (19 <= combo_sum <=25)
F260,"Keep combos sum 16-25 if seed sum 22-23, else eliminate.",True,True,22 <= seed_sum <=23 and not (16 <= combo_sum <=25)
F261,"Keep combos sum 14-24 if seed sum 19-21, else eliminate.",True,True,19 <= seed_sum <=21 and not (14 <= combo_sum <=24)
F262,"Keep combos sum 14-22 if seed sum 13-15, else eliminate.",True,True,13 <= seed_sum <=15 and not (14 <= combo_sum <=22)
F263,"Keep combos sum 12-25 if seed sum <=12, else eliminate.",True,True,seed_sum <=12 and not (12 <= combo_sum <=25)
F264,"Keep combos sum 11-26 if seed sum 17-18, else eliminate.",True,True,(seed_sum==17 or seed_sum==18) and not (11 <= combo_sum <=26)
F265,Eliminate if seed sum ends with 2 and combo sum ends with 0.,True,True,seed_sum % 10 ==2 and combo_sum %10 ==0
F266,"Keep combos sum 14-22 if seed sum 13-15, else eliminate.",True,True,13 <= seed_sum <=15 and not (14 <= combo_sum <=22)
F267,"Keep combos sum 11-26 if seed sum 17-18, else eliminate.",True,True,(seed_sum==17 or seed_sum==18) and not (11 <= combo_sum <=26)
F268,Eliminate if combo shares >=4 digits with seed and combo sum < 34.,True,True,sum(d in seed_digits for d in combo_digits) >=4 and combo_sum < 34
F269,Eliminate if combo shares >=4 digits with seed and combo sum < 33.,True,True,sum(d in seed_digits for d in combo_digits) >=4 and combo_sum < 33
F270,Eliminate if combo shares >=4 digits with seed and combo sum < 32.,True,True,sum(d in seed_digits for d in combo_digits) >=4 and combo_sum < 32
F271,Eliminate if combo shares >=4 digits with seed and combo sum < 31.,True,True,sum(d in seed_digits for d in combo_digits) >=4 and combo_sum < 31
F272,Eliminate if combo shares >=4 digits with seed and combo sum < 30.,True,True,sum(d in seed_digits for d in combo_digits) >=4 and combo_sum < 30
F273,Eliminate if combo shares >=4 digits with seed and combo sum < 29.,True,True,sum(d in seed_digits for d in combo_digits) >=4 and combo_sum < 29
F274,Eliminate if combo shares >=4 digits with seed and combo sum < 28.,True,True,sum(d in seed_digits for d in combo_digits) >=4 and combo_sum < 28
F275,Eliminate if combo shares >=4 digits with seed and combo sum < 27.,True,True,sum(d in seed_digits for d in combo_digits) >=4 and combo_sum < 27
F276,Eliminate if combo shares >=4 digits with seed and combo sum < 35.,True,True,sum(d in seed_digits for d in combo_digits) >=4 and combo_sum < 35
F277,Eliminate if combo shares >=4 digits with seed and combo sum < 26.,True,True,sum(d in seed_digits for d in combo_digits) >=4 and combo_sum < 26
F278,Eliminate if combo shares >=4 digits with seed and combo sum < 24.,True,True,sum(d in seed_digits for d in combo_digits) >=4 and combo_sum < 24
F279,Eliminate if combo shares >=4 digits with seed and combo sum < 22.,True,True,sum(d in seed_digits for d in combo_digits) >=4 and combo_sum < 22
F280,Eliminate if combo shares >=4 digits with seed and combo sum < 21.,True,True,sum(d in seed_digits for d in combo_digits) >=4 and combo_sum < 21
F281,Eliminate if combo shares >=4 digits with seed and combo sum < 20.,True,True,sum(d in seed_digits for d in combo_digits) >=4 and combo_sum < 20
F282,Eliminate if combo shares >=4 digits with seed and combo sum < 19.,True,True,sum(d in seed_digits for d in combo_digits) >=4 and combo_sum < 19
F283,Eliminate if combo shares >=4 digits with seed and combo sum < 18.,True,True,sum(d in seed_digits for d in combo_digits) >=4 and combo_sum < 18
F284,Eliminate if combo shares ≥4 digits with seed and combo sum < 17.,True,True,sum(d in seed_digits for d in combo_digits) >=4 and combo_sum < 17
F285,Eliminate if combo shares ≥4 digits with seed and combo sum < 16.,True,True,sum(d in seed_digits for d in combo_digits) >=4 and combo_sum < 16
F286,Eliminate if combo shares ≥4 digits with seed and combo sum < 25.,True,True,sum(d in seed_digits for d in combo_digits) >=4 and combo_sum < 25
F287,Eliminate if combo shares ≥4 digits with seed and combo sum < 36.,True,True,sum(d in seed_digits for d in combo_digits) >=4 and combo_sum < 36
F288,Eliminate if combo shares ≥4 digits with seed and combo sum < 37.,True,True,sum(d in seed_digits for d in combo_digits) >=4 and combo_sum < 37
F289,Eliminate if combo shares ≥4 digits with seed and combo sum < 38.,True,True,sum(d in seed_digits for d in combo_digits) >=4 and combo_sum < 38
F290,Eliminate if combo shares ≥4 digits with seed and combo sum < 45.,True,True,sum(d in seed_digits for d in combo_digits) >=4 and combo_sum < 45
F291,Eliminate if combo shares ≥4 digits with seed and combo sum < 44.,True,True,sum(d in seed_digits for d in combo_digits) >=4 and combo_sum < 44
F292,Eliminate if combo shares ≥4 digits with seed and combo sum < 43.,True,True,sum(d in seed_digits for d in combo_digits) >=4 and combo_sum < 43
F293,Eliminate if combo shares ≥4 digits with seed and combo sum < 42.,True,True,sum(d in seed_digits for d in combo_digits) >=4 and combo_sum < 42
F294,Eliminate if combo shares ≥4 digits with seed and combo sum < 41.,True,True,sum(d in seed_digits for d in combo_digits) >=4 and combo_sum < 41
F295,Eliminate if combo shares ≥4 digits with seed and combo sum < 40.,True,True,sum(d in seed_digits for d in combo_digits) >=4 and combo_sum < 40
F296,Eliminate if combo shares ≥4 digits with seed and combo sum < 39.,True,True,sum(d in seed_digits for d in combo_digits) >=4 and combo_sum < 39
F297,Eliminate if combo shares ≥4 digits with seed and combo sum < 15.,True,True,sum(d in seed_digits for d in combo_digits) >=4 and combo_sum < 15
F298,Eliminate if combo shares ≥4 digits with seed and combo sum < 13.,True,True,sum(d in seed_digits for d in combo_digits) >=4 and combo_sum < 13
F299,Eliminate if combo shares ≥4 digits with seed and combo sum < 12.,True,True,sum(d in seed_digits for d in combo_digits) >=4 and combo_sum < 12
F300,Eliminate if combo shares ≥4 digits with seed and combo sum < 11.,True,True,sum(d in seed_digits for d in combo_digits) >=4 and combo_sum < 11
F301,Eliminate if combo shares ≥5 digits with seed and combo sum < 21.,True,True,sum(d in seed_digits for d in combo_digits) >=5 and combo_sum < 21
F302,Eliminate if combo shares ≥5 digits with seed and combo sum < 20.,True,True,sum(d in seed_digits for d in combo_digits) >=5 and combo_sum < 20
F303,Eliminate if combo shares ≥5 digits with seed and combo sum < 19.,True,True,sum(d in seed_digits for d in combo_digits) >=5 and combo_sum < 19
F304,Eliminate if combo shares ≥5 digits with seed and combo sum < 18.,True,True,sum(d in seed_digits for d in combo_digits) >=5 and combo_sum < 18
F305,Eliminate if combo shares ≥5 digits with seed and combo sum < 17.,True,True,sum(d in seed_digits for d in combo_digits) >=5 and combo_sum < 17
F306,Eliminate if combo shares ≥5 digits with seed and combo sum < 16.,True,True,sum(d in seed_digits for d in combo_digits) >=5 and combo_sum < 16
F307,Eliminate if combo shares ≥5 digits with seed and combo sum < 15.,True,True,sum(d in seed_digits for d in combo_digits) >=5 and combo_sum < 15
F308,Eliminate if combo shares ≥5 digits with seed and combo sum < 14.,True,True,sum(d in seed_digits for d in combo_digits) >=5 and combo_sum < 14
F309,Eliminate if combo shares ≥5 digits with seed and combo sum < 13.,True,True,sum(d in seed_digits for d in combo_digits) >=5 and combo_sum < 13
F310,Eliminate if combo shares ≥5 digits with seed and combo sum < 12.,True,True,sum(d in seed_digits for d in combo_digits) >=5 and combo_sum < 12
F311,Eliminate if combo shares ≥5 digits with seed and combo sum < 11.,True,True,sum(d in seed_digits for d in combo_digits) >=5 and combo_sum < 11
F312,Eliminate if combo shares ≥5 digits with seed and combo sum < 10.,True,True,sum(d in seed_digits for d in combo_digits) >=5 and combo_sum < 10
F313,Eliminate if combo sum differs from seed sum by exactly 15.,True,True,abs(combo_sum - seed_sum) == 15
F314,Eliminate if combo sum differs from seed sum by exactly 14.,True,True,abs(combo_sum - seed_sum) == 14
F315,Eliminate if combo sum differs from seed sum by exactly 13.,True,True,abs(combo_sum - seed_sum) == 13
F316,Eliminate combos with same root sum as seed.,True,True,sum(int(d) for d in str(combo_sum)) == sum(int(d) for d in str(seed_sum))
F317,Eliminate if combo has same number of odd digits as seed.,True,True,sum(1 for d in combo_digits if d % 2 != 0) == sum(1 for d in seed_digits if d % 2 != 0)
F318,Eliminate if combo has same number of even digits as seed.,True,True,sum(1 for d in combo_digits if d % 2 == 0) == sum(1 for d in seed_digits if d % 2 == 0)
F319,"If combo has 5 unique digits and sum >25, must have at least 3 digits matching seed.",True,True,len(set(combo_digits)) == 5 and combo_sum > 25 and sum(d in seed_digits for d in combo_digits) < 3
F320,"If combo has more than 3 unique digits, must contain at least 1 cold digit.",True,True,len(set(combo_digits)) > 3 and not any(d in cold_digits for d in combo_digits)
F321,Eliminate if combo spread differs from seed spread by more than 3.,True,True,abs((max(combo_digits)-min(combo_digits)) - (max(seed_digits)-min(seed_digits))) > 3
F322,Eliminate if all 5 digits in combo are >=5.,True,True,all(d >=5 for d in combo_digits)
F323,Eliminate if all 5 digits in combo are <=4.,True,True,all(d <=4 for d in combo_digits)
F324,Eliminate if all 5 digits in combo are odd.,True,True,all(d %2 !=0 for d in combo_digits)
F325,Eliminate if all 5 digits in combo are even.,True,True,all(d %2 ==0 for d in combo_digits)
F326,"If seed sum is 24-25, combo sum must be 19-25.",True,True,24 <= seed_sum <= 25 and not (19 <= combo_sum <= 25)
F327,"If seed sum >=26, combo sum must be 20-28.",True,True,seed_sum >=26 and not (20 <= combo_sum <=28)
F328,"If seed sum <=12, combo sum must be 12-25.",True,True,seed_sum <=12 and not (12 <= combo_sum <=25)
F329,"If seed sum 24-25, combo sum must be 19-25.",True,True,24 <= seed_sum <= 25 and not (19 <= combo_sum <= 25)
F330,"If seed sum 22-23, combo sum must be 16-25.",True,True,22 <= seed_sum <= 23 and not (16 <= combo_sum <= 25)
F331,"If seed sum 19-21, combo sum must be 14-24.",True,True,19 <= seed_sum <= 21 and not (14 <= combo_sum <= 24)
F332,Eliminate if combo sum equals mirror of seed sum.,True,True,combo_sum == sum(mirror[d] for d in seed_digits)
F333,"If seed sum=16, combo sum must be 12-20.",True,True,seed_sum ==16 and not (12 <= combo_sum <=20)
F334,Eliminate if no digit in combo is a mirror of any in seed.,True,True,not any(mirror[d] in combo_digits for d in seed_digits)
F335,Eliminate if combo shares ≥3 digits with seed and combo sum < 18.,True,True,sum(d in seed_digits for d in combo_digits) >=3 and combo_sum < 18
F336,Eliminate if combo shares ≥3 digits with seed and combo sum < 17.,True,True,sum(d in seed_digits for d in combo_digits) >=3 and combo_sum < 17
F337,Eliminate if combo shares ≥3 digits with seed and combo sum < 16.,True,True,sum(d in seed_digits for d in combo_digits) >=3 and combo_sum < 16
F338,Eliminate if combo shares ≥3 digits with seed and combo sum < 15.,True,True,sum(d in seed_digits for d in combo_digits) >=3 and combo_sum < 15
F339,Eliminate if combo shares ≥3 digits with seed and combo sum < 14.,True,True,sum(d in seed_digits for d in combo_digits) >=3 and combo_sum < 14
F340,Eliminate if combo shares ≥3 digits with seed and combo sum < 13.,True,True,sum(d in seed_digits for d in combo_digits) >=3 and combo_sum < 13
F341,Eliminate if combo shares ≥3 digits with seed and combo sum < 12.,True,True,sum(d in seed_digits for d in combo_digits) >=3 and combo_sum < 12
F342,Eliminate if combo shares ≥3 digits with seed and combo sum < 11.,True,True,sum(d in seed_digits for d in combo_digits) >=3 and combo_sum < 11
F343,Eliminate if combo shares ≥3 digits with seed and combo sum < 10.,True,True,sum(d in seed_digits for d in combo_digits) >=3 and combo_sum < 10
F344,Eliminate if combo shares ≥2 digits with seed and sum <14.,True,True,sum(d in seed_digits for d in combo_digits) >=2 and combo_sum < 14
F345,Eliminate if combo shares ≥2 digits with seed and sum <13.,True,True,sum(d in seed_digits for d in combo_digits) >=2 and combo_sum < 13
F346,Eliminate if combo shares ≥2 digits with seed and sum <12.,True,True,sum(d in seed_digits for d in combo_digits) >=2 and combo_sum < 12
F347,Eliminate if combo shares ≥2 digits with seed and sum <11.,True,True,sum(d in seed_digits for d in combo_digits) >=2 and combo_sum < 11
F348,Eliminate if combo shares ≥2 digits with seed and sum <10.,True,True,sum(d in seed_digits for d in combo_digits) >=2 and combo_sum < 10
F349,Eliminate if combo shares ≥1 digit with seed and sum <12.,True,True,sum(d in seed_digits for d in combo_digits) >=1 and combo_sum < 12
F350,Eliminate if combo shares ≥1 digit with seed and sum <11.,True,True,sum(d in seed_digits for d in combo_digits) >=1 and combo_sum < 11
F351,Eliminate if combo shares ≥1 digit with seed and sum <10.,True,True,sum(d in seed_digits for d in combo_digits) >=1 and combo_sum < 10
F352,Eliminate if combo contains both a digit and its mirror.,True,True,any(mirror[d] in combo_digits for d in combo_digits)
F353,Eliminate if any combo digit equals mirror of last digit of seed sum.,True,True,any(d == mirror[seed_sum % 10] for d in combo_digits)
F354,"If seed contains 0 and 8, eliminate even sum combos.",True,True,"set(seed_digits).issuperset({0,8}) and combo_sum % 2 == 0"
F355,Eliminate combo if seed contains 5.,True,True,set(seed_digits).issuperset({5})
F356,Eliminate combo if seed contains 3.,True,True,set(seed_digits).issuperset({3})
F357,Eliminate combo if seed contains 8.,True,True,set(seed_digits).issuperset({8})
F358,Eliminate combo if seed contains 7.,True,True,set(seed_digits).issuperset({7})
